2024-2026 全球大学排名,,,,,,
学校中文名,学校英文名,国家/地区,QS 2026,USNews 2026,THE 2025,ARWU 2024
解放军陆军工程大学,Army Engineering University of PLA,中国,-,-,-,-
巴勒克西尔大学,Balikesir University,土耳其,-,-,-,-
北京建筑大学,Beijing University of Civil Engineering & Architecture,中国,-,1408,-,-
蚌埠医学院,Bengbu Medical College,中国,-,-,-,-
滨州医科大学,Binzhou Medical University,中国,-,1902,-,-
彼拉尼博拉理工学院,Birla Institute of Technology Mesra,印度,-,1741,-,-
比伦特埃杰维特大学,Bulent Ecevit University,土耳其,-,-,-,-
比得哥什科技大学,Bydgoszcz University of Science & Technology,波兰,-,-,-,-
马拉喀什卡迪艾亚德大学,Cadi Ayyad University of Marrakech,摩洛哥,-,1157,-,-
加州州立大学萨克拉门托分校,California State University Sacramento,美国,-,1279,-,-
恰纳卡莱昂塞基兹玛特大学,Canakkale Onsekiz Mart University,土耳其,-,2074,-,-
杰拉尔巴亚尔大学,Celal Bayar University,土耳其,-,2044,-,-
长春工业大学,Changchun University of Technology,中国,-,2144,-,-
成都信息工程大学,Chengdu University of Information Technology,中国,-,2013,-,-
成都中医药大学,Chengdu University of Traditional Chinese Medicine,中国,-,1784,-,-
国立巴黎高等化学学校,Chimie ParisTech,法国,-,-,-,-
重庆交通大学,Chongqing Jiaotong University,中国,-,1618,-,-
重庆工商大学,Chongqing Technology & Business University,中国,-,1526,-,-
重庆文理学院,Chongqing University of Arts & Sciences,中国,-,2044,-,-
中国民航大学,Civil Aviation University of China,中国,-,2109,-,-
墨西哥研究生院,Colegio de Postgraduados - Mexico,墨西哥,-,-,-,-
索非亚大学,Sofia University,保加利亚,1401,1226,1501,-
大连工业大学,Dalian Polytechnic University,中国,-,1171,-,901
大连大学,Dalian University,中国,-,2231,-,-
华东交通大学,East China Jiaotong University,中国,-,1882,-,-
索非亚医科大学,Medical University of Sofia,保加利亚,-,-,1201,-
里昂中央高等学校,Ecole Centrale de Lyon,法国,-,1924,-,-
阿尔福国立兽医学院,Ecole Nationale Veterinaire d'Alfort (ENVA),法国,-,1695,-,-
乙支大学,Eulji University,韩国,-,-,-,-
华氏大学,Fahrenheit Universities,波兰,-,-,-,-
甘肃农业大学,Gansu Agricultural University,中国,-,2044,-,-
广东药科大学,Guangdong Pharmaceutical University,中国,-,1759,-,-
桂林医科大学,Guilin Medical University,中国,-,-,-,-
贵州师范大学,Guizhou Normal University,中国,-,2026,-,-
海南医科大学,Hainan Medical University,中国,-,2087,-,-
杭州医学院,Hangzhou Medical College,中国,-,1913,-,-
哈尔滨师范大学,Harbin Normal University,中国,-,1677,-,-
哈兰大学,Harran University,土耳其,-,1895,-,-
卡萨布兰卡哈桑二世大学,Hassan II University of Casablanca,摩洛哥,-,827,1501,901
河北师范大学,Hebei Normal University,中国,-,1913,-,-
河北工程大学,Hebei University of Engineering,中国,-,2209,-,-
河北科技大学,Hebei University of Science & Technology,中国,-,2130,-,-
河南科技学院,Henan Institute of Science & Technology,中国,-,1963,-,-
淮阴工学院,Huaiyin Institute of Technology,中国,-,1677,-,-
淮阴师范大学,Huaiyin Normal University,中国,-,1874,-,-
湖北医药大学,Hubei University of Medicine,中国,-,2026,-,-
湖南中医药大学,Hunan University of Chinese Medicine,中国,-,2177,-,-
爱达荷州立大学,Idaho State University,美国,-,1836,-,-
印度工程科学技术研究所希布尔,Indian Institute of Engineering Science Technology Shibpur (IIEST),印度,-,2094,-,-
印度科学教育与研究学院 - 莫哈利,Indian Institute of Science Education & Research (IISER) - Mohali,印度,-,1959,-,-
内蒙古农业大学,Inner Mongolia Agricultural University,中国,-,2164,-,-
内蒙古医科大学,Inner Mongolia Medical University,中国,-,-,-,-
岩手医科大学,Iwate Medical University,日本,-,2231,-,-
伊兹密尔大学,Izmir Katip Celebi University,土耳其,-,2057,-,-
杰斐逊大学,Jefferson University,美国,-,500,-,-
江西农业大学,Jiangxi Agricultural University,中国,-,1550,-,-
江西中医药大学,Jiangxi University of Traditional Chinese Medicine,中国,-,2154,-,-
嘉兴大学,Jiaxing University,中国,-,1826,-,-
吉林农业大学,Jilin Agricultural University,中国,-,1917,-,-
吉林师范大学,Jilin Normal University,中国,-,2005,-,-
济宁医科大学,Jining Medical University,中国,-,2188,-,-
锦州医科大学,Jinzhou Medical University,中国,-,-,-,-
肯尼索州立大学,Kennesaw State University,美国,-,1687,-,-
肯塔基州立大学,Kentucky State University,美国,-,-,-,-
国立公州大学,Kongju National University,韩国,-,2220,-,-
京畿大学,Kyonggi University,韩国,-,2228,-,-
索非亚医科大学,Medical University Sofia,保加利亚,-,1144,-,-
辽宁师范大学,Liaoning Normal University,中国,-,2022,-,-
辽宁石化大学,Liaoning Petrochemical University,中国,-,2236,-,-
路易斯安那州立大学健康科学中心新奥尔良,Louisiana State University Health Sciences Center New Orleans,美国,-,1468,-,-
洛阳师范大学,Luoyang Normal University,中国,-,2126,-,-
麦凯医学院,Mackay Medical College,中国台湾,-,-,-,-
默克尔大学,Mekelle University,埃塞俄比亚,-,630,-,-
华沙军事科技大学,Military University of Technology in Warsaw,波兰,-,2212,-,-
乌季达穆罕默德第一大学,Mohammed First University of Oujda,摩洛哥,-,1337,-,-
莫蒂拉尔尼赫鲁国立技术学院,Motilal Nehru National Institute of Technology,印度,-,2244,-,-
穆拉锡基科克曼大学,Mugla Sitki Kocman University,土耳其,-,-,1501,-
纳米克凯末尔大学,Namik Kemal University,土耳其,-,-,-,-
南京工学院,Nanjing Institute of Technology,中国,-,1953,-,-
南京财经大学,Nanjing University of Finance & Economics,中国,-,1014,-,-
国防医学中心,National Defense Medical Center,中国台湾,-,2236,-,-
卡利卡特国家理工学院,National Institute of Technology Calicut,印度,-,-,-,-
宁夏医科大学,Ningxia Medical University,中国,-,2055,-,-
宁夏大学,Ningxia University,中国,-,1745,-,-
东北电力大学,Northeast Electric Power University,中国,-,1759,-,-
东北石油大学,Northeast Petroleum University,中国,-,1601,-,-
塔克西拉工程技术大学,University of Engineering & Technology Taxila,巴基斯坦,-,1419,-,-
华北水利电力大学,North China University of Water Resources & Electric Power,中国,-,2055,-,-
解放军信息工程大学,PLA Information Engineering University,中国,-,-,-,-
旁遮普农业大学,Punjab Agricultural University,印度,-,1874,-,-
塔克西拉工程技术大学,"University of Engineering and Technology, Taxila",巴基斯坦,-,-,601,-
青海大学,Qinghai University,中国,-,2057,-,-
圣约翰大学,Saint John's University,美国,-,1489,-,-
圣玛丽安娜大学,Saint Marianna University,日本,-,2096,-,-
山姆休斯顿州立大学,Sam Houston State University,美国,-,2022,-,-
苏拉特国立技术学院,Sardar Vallabhbhai National Institute of Technology,印度,-,2062,-,-
山东建筑大学,Shandong Jianzhu University,中国,-,2022,-,-
山东中医药大学,Shandong University of Traditional Chinese Medicine,中国,-,2079,-,-
上海应用技术大学,Shanghai Institute of Technology,中国,-,1736,-,-
山西农业大学,Shanxi Agricultural University,中国,-,1608,-,-
山西师范大学,Shanxi Normal University,中国,-,2037,-,-
沈阳航天大学,Shenyang Aerospace University,中国,-,1967,-,-
沈阳工业大学,Shenyang University of Technology,中国,-,1939,-,-
石河子大学,Shihezi University,中国,-,1989,-,-
中南民族大学,South Central Minzu University,中国,-,1855,-,-
顺天国立大学,Sunchon National University,韩国,-,2188,-,-
太平洋大学,University of the Pacific,美国,1401,-,-,-
台州大学,Taizhou University,中国,-,1582,-,-
天工大学,Tiangong University,中国,-,1188,-,-
天津中医药大学,Tianjin University of Traditional Chinese Medicine,中国,-,2121,-,-
陶森大学,Towson University,美国,-,-,-,-
雷焦卡拉布里亚地中海大学,Universita Mediterranea di Reggio Calabria,意大利,-,1855,-,-
阿尔图瓦大学,Universite d'Artois,法国,-,2217,-,-
皮卡第儒勒凡尔纳大学,Universite de Picardie Jules Verne (UPJV),法国,-,1134,-,-
特拉基亚大学,Trakia University,保加利亚,-,-,1501,-
萨沃伊大学,Universite de Savoie,法国,-,-,-,-
贝尔福-蒙贝利亚尔科技大学,Universite de Technologie de Belfort-Montbeliard (UTBM),法国,-,1976,-,-
贡比涅科技大学,Universite de Technologie de Compiegne,法国,-,1913,-,-
图卢兹大学 - 让·饶勒斯,Universite de Toulouse - Jean Jaures,法国,-,2062,-,-
费尔哈特阿巴斯塞提夫大学,Universite Ferhat Abbas Setif,阿尔及利亚,-,1624,-,-
让莫内大学,Universite Jean Monnet,法国,-,1979,-,-
巴黎第十三大学,Universite Paris 13,法国,-,1235,-,-
挪威东南大学学院,University College of Southeast Norway,挪威,-,-,-,-
马萨诸塞大学达特茅斯分校,University Massachusetts Dartmouth,美国,-,-,-,-
克什米尔大学,University of Kashmir,印度,-,1874,-,-
留尼汪大学,University of La Reunion,法国,-,2204,-,-
卢布林生命科学大学,University of Life Sciences in Lublin,波兰,-,2096,1501,-
奥波莱大学,University of Opole,波兰,-,989,-,-
辽宁科技大学,University of Science & Technology Liaoning,中国,-,1888,-,-
东姑阿都拉曼大学,University of Tunku Abdul Rahman,马来西亚,-,-,-,-
西苏格兰大学,University of West Scotland,英国,-,-,-,-
胡阿里布迈丁科技大学,University Science & Technology Houari Boumediene,阿尔及利亚,-,1967,-,-
特拉基亚大学,Trakya University,土耳其,-,-,1501,-
皖南医学院,Wannan Medical College,中国,-,2234,-,-
潍坊医科大学,Weifang Medical University,中国,-,-,-,-
厦门理工大学,Xiamen University of Technology,中国,-,2144,-,-
西安医科大学,Xi'an Medical University,中国,-,2224,-,-
西安石油大学,Xi'an Shiyou University,中国,-,2168,-,-
西安工业大学,Xi'an Technological University,中国,-,1826,-,-
西安邮电大学,Xi'an University of Posts & Telecommunications,中国,-,1959,-,-
新疆医科大学,Xinjiang Medical University,中国,-,2048,-,-
延安大学,Yanan University,中国,-,2005,-,-
盐城工学院,Yancheng Institute of Technology,中国,-,1882,-,-
长江师范大学,Yangtze Normal University,中国,-,2197,-,-
耶尔德勒姆贝亚齐特大学,Yildirim Beyazit University,土耳其,-,2005,-,-
云南农业大学,Yunnan Agricultural University,中国,-,2074,-,-
玉尊措伊尔大学,Yuzuncu Yil University,土耳其,-,2177,-,-
浙江中医药大学,Zhejiang Chinese Medical University,中国,-,2100,-,601
中南财经政法大学,Zhongnan University of Economics & Law,中国,-,772,-,801
遵义医科大学,Zunyi Medical University,中国,-,2177,-,-
特木科天主教大学,Universidad Católica de Temuco,智利,1401,-,-,-
开罗艾因夏姆斯大学（ASU，开罗）,"Ain Shams University in Cairo (ASU, Cairo)",埃及,-,-,-,-
石油与能源研究大学,UPES,印度,-,-,501,-
肯雅塔大学,Kenyatta University,肯尼亚,-,-,1501,-
科尔基特阿塔克孜勒奥尔达大学,Korkyt Ata Kyzylorda University,哈萨克斯坦,-,-,-,-
杜拉蒂塔拉兹地区大学硕士,M.Kh.Dulaty Taraz Regional University,哈萨克斯坦,-,-,-,-
国立现代语言大学,National University of Modern Languages (NUML),巴基斯坦,-,-,-,-
托莱格洛夫大学,Toraighyrov University,哈萨克斯坦,-,-,-,-
联合国际大学,United International University,孟加拉国,-,-,-,-
阿尔贝托·乌尔塔多大学,Universidad Alberto Hurtado,智利,-,-,-,-
马来西亚伊斯兰科学大学,Universiti Sains Islam Malaysia,马来西亚,-,-,-,-
圣卡洛斯大学,University of San Carlos,菲律宾,-,-,-,-
国际商业、农业与技术大学,"International University of Business, Agriculture and Technology (IUBAT)",孟加拉国,-,-,-,-
特木科天主教大学,Temuco Catholic University,智利,-,-,1501,-
沙阿贾拉勒科技大学,Shahjalal University of Science and Technology,孟加拉国,-,-,-,-
孟加拉国斯坦福大学,Stamford University Bangladesh,孟加拉国,-,-,-,-
乌达亚那大学,Udayana University,印度尼西亚,-,-,-,-
楠榜大学,University of Lampung,印度尼西亚,-,-,1501,-
马塔兰大学,University of Mataram,印度尼西亚,-,-,1501,-
不来梅建设者大学,Constructor University Bremen,德国,-,-,501,-
航空大学,Air University,巴基斯坦,-,-,601,-
首都科技大学,Capital University of Science and Technology,巴基斯坦,-,-,601,-
埃及-日本科技大学 (E-JUST),Egypt-Japan University of Science and Technology (E-JUST),埃及,-,-,501,-
拉科斯塔大学,University of la Costa,哥伦比亚,-,-,1001,-
格洛斯特郡大学,University of Gloucestershire,英国,-,-,1001,-
戈尔根农业科学与自然资源大学,Gorgan University of Agricultural Sciences and Natural Resources,伊朗,-,891,601,-
桂兰医科大学,Guilan University of Medical Sciences,伊朗,-,1360,801,-
白沙瓦伊斯兰学院,Islamia College Peshawar,巴基斯坦,-,-,1001,-
杰皮信息技术大学,Jaypee University of Information Technology,印度,-,-,801,-
沙赫里科德医科大学,Shahrekord University of Medical Sciences,伊朗,-,-,801,-
斯里玛塔瓦伊什诺黛维大学,Shri Mata Vaishno Devi University,印度,-,-,801,-
空间技术研究所,Institute of Space Technology,巴基斯坦,-,-,1001,-
ZHAW 苏黎世应用科技大学,ZHAW Zurich University of Applied Sciences,瑞士,-,-,1001,-
巴尔廷大学,Bartin University,土耳其,-,1882,1001,-
西迪贝勒阿巴斯吉拉利利亚贝斯大学,Université Djillali Liabès de Sidi Bel-Abbès,阿尔及利亚,-,760,1201,-
高哈蒂大学,Gauhati University,印度,-,1803,1201,-
GLA大学,GLA University,印度,-,1694,1001,-
古鲁·加西达斯·维什瓦维迪亚拉亚,Guru Ghasidas Vishwavidyalaya,印度,-,-,1201,-
卡纳塔克大学达瓦德,Karnatak University Dharwad,印度,-,-,-,-
科哈特科技大学,Kohat University of Science and Technology,巴基斯坦,-,2135,1201,-
迈赫兰工程技术大学，贾姆肖罗，巴基斯坦,"Mehran University of Engineering and Technology, Jamshoro, Pakistan",巴基斯坦,-,-,1201,-
米尔普尔科技大学,Mirpur University of Science and Technology,巴基斯坦,-,-,1201,-
奈季兰大学,Najran University,沙特阿拉伯,-,1018,801,-
苏伊士大学,Suez University,埃及,-,1022,1001,-
乌尔米亚理工大学,Urmia University of Technology,伊朗,-,-,1001,-
西伦敦大学,University of West London,英国,-,-,1001,-
白沙瓦农业大学,"The University of Agriculture, Peshawar",巴基斯坦,-,-,1201,-
阿拉梅塔巴塔巴大学,Allameh Tabataba ’i University,伊朗,-,-,1501,-
卡迪西亚大学,University of Al-Qadisiyah,伊拉克,-,-,1501,-
博茨瓦纳国际科技大学 (BIUST),Botswana International University of Science and Technology (BIUST),博茨瓦纳,-,-,1201,-
B.S.阿卜杜尔·拉赫曼新月科学技术研究所,B. S. Abdur Rahman Crescent Institute of Science and Technology,印度,-,-,1501,-
印度班加罗尔基督大学,Christ University Bengaluru India,印度,-,-,-,-
迪亚拉大学,University of Diyala,伊拉克,-,-,1501,-
拉合尔教育大学,"University of Education, Lahore",巴基斯坦,-,-,1001,-
哈尔姆斯塔德大学,Halmstad University,瑞典,-,-,1201,-
霍尔木兹甘大学,University of Hormozgan,伊朗,-,-,1501,-
兵库医科大学,Hyogo Medical University,日本,-,2236,1201,-
伊拉姆大学,Ilam University,伊朗,-,-,1201,-
