大学排名,大学名称,大学英文名称,所在城市,专业中文名称,学位,专业英文名称,所属院系,专业领域,课程长度,申请费（美元),开学期,截止日期,GPA,托福,雅思,GRE,GMAT,学术背景,材料要求,招生网址,专业网址
67,匹兹堡大学,University of Pittsburgh,"Pittsburgh, PA",信息科学理学硕士,MS,Master of Science in Information Science,计算机和信息学院,MSIS 学位课程提供了许多与职业道路和感兴趣的学术领域密切相关的集中领域：通用、大数据分析、数据库和 Web 系统、地理信息学、以人为中心的计算、安全有保证的信息系统以及电信和分布式系统。 ,1-2年,$85 ,夏季,12月15日,3,80,6.5,可选,不要求,申请者必须从认可的学院或大学获得学士学位，有先修课程要求，请见招生网址,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms
67,匹兹堡大学,University of Pittsburgh,"Pittsburgh, PA",信息科学哲学博士,PHD,Doctor of Philosophy in Information Science,计算机和信息学院,将接受跨学科培训，进行具有影响力的研究，并在高等教育和行业中追求并取得成功。们的博士生正在研究 3D 大脑重建、人机交互、地理信息学、高性能云计算、以用户为中心的设计、数据可视化、机器学习、健康信息学等。,,$85 ,秋季,1月15日,3.3,80,6.5,可选,不要求,申请者必须从认可的学院或大学获得学士学位，有先修课程要求，请见招生网址,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/doctoral-degrees/information-science-phd
67,匹兹堡大学,University of Pittsburgh,"Pittsburgh, PA",工业工程：数据科学,MS,Industrial Engineering：Data Science,工程学院,,,$50 ,秋季,1月31日；4月1日,3,80,6.5,可选，鼓励提交,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.engineering.pitt.edu/departments/industrial/admissions/graduate-admissions/,https://www.engineering.pitt.edu/departments/industrial/graduate/masters/masters-program/
67,匹兹堡大学,University of Pittsburgh,"Pittsburgh, PA",工业工程：数据科学,MS,Industrial Engineering：Data Science,工程学院,,,$50 ,春季,10月15日,3,80,6.5,可选，鼓励提交,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.engineering.pitt.edu/departments/industrial/admissions/graduate-admissions/,https://www.engineering.pitt.edu/departments/industrial/graduate/masters/masters-program/
67,乔治华盛顿大学,George Washington University,"Washington, DC",数据科学,MS,Data Science ,文理学院,该计划为统计分析和编程提供了深厚的基础。除了项目管理技能外，它还提供应用领域的知识。计划毕业生将数据科学技术应用于解决现实世界的问题，交流发现，并使用数据可视化工具有效地呈现结果。,,$80 ,秋季,2月1日；4月1日,3,80，推荐100（可免课前语言）,6.0，小分不低于5.0；推荐7.0，小分不低于6.0（可免课前语言）,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://bulletin.gwu.edu/arts-sciences/data-science/ms/#admissionstext,https://datasci.columbian.gwu.edu/ms-data-science
67,乔治华盛顿大学,George Washington University,"Washington, DC",数据科学,MS,Data Science ,文理学院,该计划为统计分析和编程提供了深厚的基础。除了项目管理技能外，它还提供应用领域的知识。计划毕业生将数据科学技术应用于解决现实世界的问题，交流发现，并使用数据可视化工具有效地呈现结果。,,$80 ,春季,10月1日,3,80，推荐100（可免课前语言）,6.0，小分不低于5.0；推荐7.0，小分不低于6.0（可免课前语言）,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://bulletin.gwu.edu/arts-sciences/data-science/ms/#admissionstext,https://datasci.columbian.gwu.edu/ms-data-science
67,乔治华盛顿大学,George Washington University,"Washington, DC",数据分析,MS,Data Analytics ,工程学院,"该计划的学生应期待以下计划成果：

在各种组织的决策过程中应用数据科学和分析技术。
展示存储、清理和转换数据的能力。
通过使用和应用分析技术来解释结果，展示决策过程中的改进
设计和实施用于大数据分析的计算基础设施和算法技术。
探索推动数据科学和分析领域的工程基础。
获得大数据分析工具的实践经验。
追求或增强数据分析师或数据科学家的职业生涯。",2年,$80 ,秋季,1月15日,3,100,7.0，小分不低于6.0,可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://bulletin.gwu.edu/engineering-applied-science/engineering-management-systems-engineering/data-analytics-ms/#admissionstext,https://cs.engineering.gwu.edu/master-science-data-analytics
67,乔治华盛顿大学,George Washington University,"Washington, DC",数据分析,MS,Data Analytics ,工程学院,"该计划的学生应期待以下计划成果：

在各种组织的决策过程中应用数据科学和分析技术。
展示存储、清理和转换数据的能力。
通过使用和应用分析技术来解释结果，展示决策过程中的改进
设计和实施用于大数据分析的计算基础设施和算法技术。
探索推动数据科学和分析领域的工程基础。
获得大数据分析工具的实践经验。
追求或增强数据分析师或数据科学家的职业生涯。",2年,$80 ,春季,1月15日,3,100,7.0，小分不低于6.0,可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://bulletin.gwu.edu/engineering-applied-science/engineering-management-systems-engineering/data-analytics-ms/#admissionstext,https://cs.engineering.gwu.edu/master-science-data-analytics
67,维拉诺瓦大学,Villanova University,"Villanova, PA",应用统计与数据科学硕士,MS,MS IN APPLIED STATISTICS AND DATA SCIENCE,文理学院,学生可以选择三个轨道作为统计教育的重点：应用统计学、生物统计学和数据科学。, 1.5 年,$50 ,秋季,3月1日；5月1日,要求,80,6.5,可选，建议奖学金申请以及本科/研究生学位来自美国和加拿大以外的国家和本科GPA低于3.0(以4.0为标准)的申请者提交,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/applied-statistics-and-data-science.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ms-applied-statistics.html
67,维拉诺瓦大学,Villanova University,"Villanova, PA",应用统计与数据科学硕士,MS,MS IN APPLIED STATISTICS AND DATA SCIENCE,文理学院,学生可以选择三个轨道作为统计教育的重点：应用统计学、生物统计学和数据科学。, 1.5 年,$50 ,春季,12月1日,要求,80,6.5,可选，建议奖学金申请以及本科/研究生学位来自美国和加拿大以外的国家和本科GPA低于3.0(以4.0为标准)的申请者提交,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/applied-statistics-and-data-science.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ms-applied-statistics.html
67,维拉诺瓦大学,Villanova University,"Villanova, PA",应用统计与数据科学硕士,MS,MS IN APPLIED STATISTICS AND DATA SCIENCE,文理学院,学生可以选择三个轨道作为统计教育的重点：应用统计学、生物统计学和数据科学。, 1.5 年,$50 ,夏季,5月1日,要求,80,6.5,可选，建议奖学金申请以及本科/研究生学位来自美国和加拿大以外的国家和本科GPA低于3.0(以4.0为标准)的申请者提交,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/applied-statistics-and-data-science.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ms-applied-statistics.html
67,雪城大学,Syracuse University,"Syracuse, NY",应用数据科学,MS,APPLIED DATA SCIENCE,信息研究学院,我们设计了三个专业方向，让您在该领域的特定方面进行更深入的研究。选择通过数据和业务分析方向深入研究数据科学的业务应用。通过 Language Analytics Track 专注于非结构化语言数据。或者通过 Data Pipelines and Platforms Track 探索数据收集和数据工程。,,$75 ,秋季,1月1日; 2月1日 ,3,80，写作21，其余不低于20,6.5，写作6.0，其余不低于6.5,可选,可接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://ischool.syr.edu/admissions-aid/how-to-apply/apply-to-graduate-programs/,https://ischool.syr.edu/academics/applied-data-science-masters-degree/
67,雪城大学,Syracuse University,"Syracuse, NY",应用数据科学,MS,APPLIED DATA SCIENCE,信息研究学院,我们设计了三个专业方向，让您在该领域的特定方面进行更深入的研究。选择通过数据和业务分析方向深入研究数据科学的业务应用。通过 Language Analytics Track 专注于非结构化语言数据。或者通过 Data Pipelines and Platforms Track 探索数据收集和数据工程。,,$75 ,春季,10 月1 日; 11月 15 日,3,80，写作21，其余不低于20,6.5，写作6.0，其余不低于6.5,可选,可接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://ischool.syr.edu/admissions-aid/how-to-apply/apply-to-graduate-programs/,https://ischool.syr.edu/academics/applied-data-science-masters-degree/
67,雪城大学,Syracuse University,"Syracuse, NY",信息科学与技术,PHD,Information Science and Technology,信息研究学院,"研究领域包括：数据科学与计算
计算社会科学
以人为本的计算与设计
数字技术与社会
信息系统
图书馆和图书馆事业
学习与培训
组织、协作和领导力
安全和隐私
电信和网络",,$75 ,秋季,12月15日,3,过往均分105,6.5，写作6.0，其余不低于6.5,可选，但建议提交,不要求,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://ischool.syr.edu/admissions-aid/how-to-apply/phd-application-checklist/,https://ischool.syr.edu/academics/ph-d-in-information-science-and-technology/
73,纽约州立大学宾汉姆顿分校,"Binghamton University, SUNY","Binghamton, NY",数据分析（MS）,MS,Data Analytics (MS),研究生跨学科项目,数据分析理学硕士学位课程为来自不同背景的学生准备了在所有经济部门的数据分析中取得成功所需的分析，定量，技术和领导技能。,10个月,$75 ,秋季,3月15日;ROLL,3,80,6.5，小分不低于5.0,不要求，但可提交,不要求，但可提交,拥有数学、统计学或应用科学（如经济学、商业、管理科学、计算机科学、系统科学或工业工程）的学士或研究生学位。在商业或工业环境中具有至少两年工作经验的申请人将被优先考虑,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.binghamton.edu/academics/programs/data-analytics/admissions.html,https://www.binghamton.edu/academics/programs/data-analytics/
