学校中文名,学校英文名,国家/地区,QS 2026,USNews 2026,THE 2025,ARWU 2024,Arts & Humanities,Archaeology,Architecture,Art & Design,Classics,English Language,History$,History of Art,Linguistics,Modern Languages,Music,Performing Arts,Philosophy,Theology,Engineering & Technology,Computer Science,Data Science,Engineering - Chemical,Engineering - Civil,Engineering - Electrical,Engineering - Mechanical,Engineering - Mineral,Petroleum Engineering,Life Sciences & Medicine,Agriculture,Anatomy,Biological,Dentistry,Medicine,Nursing,Pharmacy,Psychology,Veterinary Science,Natural Sciences,Chemistry,Earth & Marine Sciences,Environmental Sciences,Geography,Geology,Geophysics,Mathematics,Materials Science,Physics,Social Sciences & Management,Accounting,Anthropology,Business,Communication,Development Studies,Economics & Econometrics,Education,Hospitality,Law,Library,Marketing,Politics,Social Policy,Sociology,Sports-related Subjects,Statistics
国立计算机与新兴科学大学,National University of Computer and Emerging Sciences,巴基斯坦,-,-,1001,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
俾路支信息技术、工程与管理科学大学 (BUITEMS),"Balochistan University of Information Technology, Engineering and Management Sciences (BUITEMS)",巴基斯坦,-,-,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
国立纺织大学,National Textile University,巴基斯坦,-,-,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿扎德查谟和克什米尔大学,University of Azad Jammu and Kashmir,巴基斯坦,-,-,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
圣保罗联邦教育、科学与技术学院,"Federal Institute of Education, Science and Technology of São Paulo",巴西,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
桑塔纳费拉大学 (UEFS),Universidade Estadual de Feira de Santana (UEFS),巴西,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
马拉尼昂州大学,Universidade Estadual do Maranhão,巴西,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
马其顿大学,University of Macedonia,希腊,-,-,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
爱奥尼亚大学,Ionian University,希腊,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旁遮普大学,University of the Punjab,巴基斯坦,542,760,801,701,,,,,,,,,301-350,,,,,,=363,401-450,,351-400,,,,,51-100,,251-300,,451-500,,601-650,,251-300,,,401-450,301-350,,401-450,,,,201-250,401-550,301-350,401-450,,,401-450,,,451-500,,,,51-100,,,,,,
伊尔梅瑙工业大学,Technische Universität Ilmenau,德国,-,-,1001,-,,,,,,,,,,,,,,,,,,,,501-550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新戈里察大学,University of Nova Gorica,斯洛文尼亚,-,-,801,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斯里兰卡信息技术学院,Sri Lanka Institute of Information Technology,斯里兰卡,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冈山理科大学,Okayama University of Science,日本,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旁遮普大学,Punjabi University,印度,-,2087,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿尔贝托乌尔塔多大学,Alberto Hurtado University,智利,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日惹国立大学,Universitas Negeri Yogyakarta,印度尼西亚,1201-1400,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巴哈大学,Al-Baha University,沙特阿拉伯,-,1624,1001,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
碧莎大学,University of Bisha,沙特阿拉伯,-,1372,1001,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
沙特电子大学,Saudi Electronic University,沙特阿拉伯,-,-,1201,-,,,,,,,,,,,,,,,,601-650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿尔福国立兽医学校 (EnvA),National Veterinary School of Alfort (EnvA),法国,-,-,801,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
奥尔良大学,Université d’Orléans,法国,-,1180,1001,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斯特拉斯堡国家应用科学研究所 (INSA Strasbourg),"National Institute of Applied Sciences, Strasbourg (INSA Strasbourg)",法国,-,-,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
萨瓦勃朗峰大学,Universite Savoie Mont Blanc,法国,-,951,-,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
萨瓦勃朗峰大学,University of Savoie Mont Blanc,法国,-,-,801,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西南电力大学,SWPS University,波兰,-,-,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
格丁尼亚海事大学,Gdynia Maritime University,波兰,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
梅州大学,Maejo University,泰国,-,-,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,401-475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
卡迪尔哈斯大学,Kadir Has University,土耳其,-,-,801,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伊斯坦布尔盖利西姆大学,Istanbul Gelişim University,土耳其,-,-,1001,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
塞格德大学,University of Szeged,匈牙利,597,817,1001,401,451-500,,,,,,,,,,,,,,,601-650,,,,,,,,401-450,351-400,,451-500,,351-400,,251-300,,,451-500,501-550,,,,,,501-600,,,,,,,,,,,,,,,,,,,
亚沙尔大学,Yaşar University,土耳其,-,-,1001,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
塞格德大学,Szeged University,匈牙利,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿达纳阿尔帕尔斯兰土耳其科技大学,Adana Alparslan Türkeş Science and Technology University,土耳其,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿尔滕巴斯大学,Altınbaş University,土耳其,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
艾登·阿德南·曼德列斯大学,Aydın Adnan Menderes University,土耳其,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
布尔杜尔·穆罕默德·阿基夫·厄索伊大学,Burdur Mehmet Akif Ersoy University,土耳其,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
科尼亚技术大学,Konya Technical University,土耳其,-,2172,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
穆斯阿尔帕尔斯兰大学,Muş Alparslan University,土耳其,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
拜特大学,Al al-Bayt University,约旦,-,-,801,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
侯赛因·本·塔拉勒大学,Al-Hussein Bin Talal University,约旦,-,-,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伍斯特大学,University of Worcester,英国,-,-,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
棉兰老岛州立大学伊利甘理工学院,Mindanao State University – Iligan Institute of Technology,菲律宾,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
亚速尔群岛大学,University of the Azores,葡萄牙,-,-,1001,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
塞图巴尔理工学院,Polytechnic Institute of Setúbal,葡萄牙,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蒙古国立大学,National University of Mongolia,蒙古,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
弗朗西斯科·维多利亚大学,Universidad Francisco de Vitoria,西班牙,-,1879,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
欧洲健康大学,UEH University,越南,-,-,501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
河内医科大学,Hanoi Medical University,越南,-,-,801,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
胡志明市开放大学,Ho Chi Minh City Open University,越南,-,-,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251-300,,,,,,,,,,
伊本赫勒敦大学,Ibn Khaldoun University,阿尔及利亚,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
拉比泰贝西大学,Larbi Tebessi University,阿尔及利亚,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
乌姆布阿吉大学,University of Oum El Bouaghi,阿尔及利亚,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
澳大利亚大学,Austral University,阿根廷,-,-,1001,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
科马休国立大学 (UNCo),National University of Comahue (UNCo),阿根廷,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿根廷罗马天主教大学,Pontifical Catholic University of Argentina,阿根廷,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
又松大学,Woosong University,韩国,-,-,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
东京科学研究所,Institute of Science Tokyo,日本,-,371,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安徽财经大学,Anhui University of Finance & Economics,中国,-,500,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
博库大学,BOKU University,奥地利,-,653,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
圣保罗州立大学,UNESP,巴西,450,620,801,-,=309,201-260,,201-260,,,,,251-300,151-200,,,,,=273,351-400,,251-300,201-275,201-250,251-300,,,=234,101-150,101-170,201-250,=39,251-300,,201-250,,51-100,=269,301-350,,251-300,151-200,,,351-400,301-350,251-300,283,,101-170,351-400,,,451-500,351-400,,351-400,51-100,,251-300,,151-200,51-100,251-275
穆斯塔克巴尔大学学院,Al-Mustaqbal University College,伊拉克,-,1164,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
东北财经大学,Dongbei University of Finance & Economics,中国,-,1238,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
挪威BI商学院,BI Norwegian Business School,挪威,-,1309,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=297,151-200,,116,,,201-250,,,,,51-100,,,,,
吉首大学,Jishou University,中国,-,1414,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
比鲁尼大学,Biruni University,土耳其,-,1563,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
挪威内陆应用科学大学,Inland Norway University of Applied Sciences,挪威,-,1601,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
贾瓦哈拉尔医学研究生教育与研究学院,Jawaharlal Institute of Postgraduate Medical Education & Research,印度,-,1601,-,-,,,,,,,,,,,,,,,,,,,,,,,,401-450,,,651-700,,301-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
锡尔特大学,Siirt University,土耳其,-,1666,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
圣保罗州立大学,Sao Paulo State University,巴西,-,-,-,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
徐州理工大学,Xuzhou University of Technology,中国,-,1695,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西藏大学,Tibet University,中国,-,1717,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
胡志明市河内国立大学-胡志明市理工大学,VNU-HCM University of Technology (HCMUT),越南,-,1717,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
查谟大学,University of Jammu,印度,-,1767,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旁遮普中央大学,Central University of Punjab,印度,-,1794,-,-,,,,,,,,,,,,,,,,,,,,,,,51-100,,,,,,,,,,,,,201-275,,,,,,,,,,,,,,,,,,,,,,,,
塞姆南医科大学,Semnan University of Medical Sciences,伊朗,-,1826,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
潘迪特·迪恩达亚尔能源大学,Pandit Deendayal Energy University,印度,-,1836,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上海纽约大学,NYU Shanghai,中国,-,1851,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南昌理工学院,Nanchang Institute Technology,中国,-,1879,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蒂米什瓦拉理工大学,Universitatea Politehnica Timisoara,罗马尼亚,-,1910,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
盖基工程科学与技术学院,GIK Institute Engineering Science & Technology,巴基斯坦,-,1939,-,-,,,,,,,,,,,,,,,501-550,751-850,,,,451-500,401-450,,,,,,,,,,,,,,,,,,,,,401-550,,,,,,,,,,,,,,,,,,
葡萄牙大学,Lusofona University,葡萄牙,-,1967,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
德尚大学,Universite de Dschang,喀麦隆,-,2001,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
秋明国立大学,Tyumen State University,俄罗斯,-,2026,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖北科技大学,Hubei University of Science & Technology,中国,-,2087,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
赣南师范大学,Gannan Normal University,中国,-,2105,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南京晓庄学院,Nanjing Xiaozhuang University,中国,-,2121,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
广东技术师范学院,Guangdong Polytechnic Normal University,中国,-,2172,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
博帕尔莫拉纳阿扎德国立技术学院,Maulana Azad National Institute of Technology Bhopal,印度,-,2172,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
圣母大学,University of Notre Dame,美国,294,407,196,301,=137,201-260,,,51-150,151-200,51-100,,,151-200,,,12,1,451-500,301-350,,251-300,,301-350,301-350,,,,,,401-450,,,,,201-250,,=377,301-350,,401-450,,,,201-250,401-550,301-350,=361,201-250,101-170,201-250,,,251-300,301-350,,101-150,,,=95,,101-150,,
湖北中医药大学,Hubei University of Chinese Medicine,中国,-,2209,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
盐城师范学院,Yancheng Teachers University,中国,-,2212,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陕西理工学院,Shaanxi University of Technology,中国,-,2220,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
江陵原州国立大学,Gangneung-Wonju National University,韩国,-,2235,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
埃尔贾迪达·舒阿伊布·杜卡利大学,Chouaib Doukkali University of El Jadida,摩洛哥,-,2236,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宁波工程大学,Ningbo University of Technology,中国,-,2236,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
沈阳师范大学,Shenyang Normal University,中国,-,2236,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVKM国家管理与高等研究学院,SVKM's NMIMS (Deemed to be University),印度,-,2244,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
圣母大学,Notre Dame University-Louaize NDU,黎巴嫩,1001-1200,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
塞萨利大学,University of Thessaly,希腊,-,937,1201,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
特莱姆森大学,University of Tlemcen,阿尔及利亚,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
图卢兹第一大学,University of Toulouse 1,法国,-,-,401,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
图尔大学,University of Tours,法国,-,1188,1001,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
富山大学,University of Toyama,日本,-,1514,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山后-上杜罗省大学,University of Tras-os-Montes & Alto Douro,葡萄牙,-,1582,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,351-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
特罗姆瑟大学,University of Tromso,挪威,-,-,-,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
突尼斯大学马纳尔分校,University of Tunis El Manar,突尼斯,-,1048,801,-,,,,,,,,,,,,,,,,601-650,,,,,,,101-150,,,,,,701-850,,,,,,601-700,,,,,,501-600,,,,,,,,,551-700,,,,,,,,,,
乌迪内大学,University of Udine,意大利,-,763,601,901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
乌尔比诺大学,University of Urbino,意大利,-,1476,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
瓦萨大学,University of Vaasa,芬兰,-,1041,401,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
兽医和动物科学大学，拉合尔,"University of Veterinary and Animal Sciences, Lahore",巴基斯坦,-,1468,801,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,
汉诺威兽医大学，基金会,"University of Veterinary Medicine Hannover, Foundation",德国,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
维也纳兽医大学,University of Veterinary Medicine Vienna,奥地利,-,1408,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,551-600,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
维克大学-加泰罗尼亚中央大学,University of Vic – Central University of Catalonia,西班牙,-,-,801,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
瓦米大学,University of Warmia,波兰,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西波希米亚大学比尔森,University of West Bohemia Pilsen,捷克共和国,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
圣塞巴斯蒂安大学,Universidad San Sebastian,智利,-,2244,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伍珀塔尔大学,University of Wuppertal,德国,-,790,501,901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山梨大学,University of Yamanashi,日本,-,2001,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雅温得第一大学,University of Yaounde I,喀麦隆,-,1253,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巴黎第七大学,University Paris Diderot - Paris 7,法国,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巴黎东克里特尔大学,University Paris Est Creteil,法国,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蒂米什瓦拉理工大学，UPT,"University Politehnica of Timisoara, UPT",罗马尼亚,-,-,-,-,,,,,,,,,,,,,,,,751-850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
博特拉大学,University Putra Malaysia,马来西亚,-,-,-,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
洛维拉·依维尔基里大学,University Rovira i Virgili,西班牙,-,-,-,701,,201-260,,,,,,,,,,,,,,,,301-350,,,,,,,401-475,,,,701-850,151-225,,,,,451-500,,,,,,,,,,,,,,,,,,,,,,,,,
坎帕尼亚大学路易吉万维泰利,University of Campania Luigi Vanvitelli,意大利,-,-,-,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
乌尔米亚大学,Urmia University,伊朗,-,1284,801,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
乌尔米亚医科大学,Urmia University of Medical Sciences,伊朗,-,1592,601,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宇都宫大学,Utsunomiya University,日本,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
顿涅茨克国立大学,Vasyl` Stus Donetsk National University,乌克兰,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
维尔泰克大学,Veltech University,印度,-,-,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
圣康丁昂伊夫利纳-凡尔赛大学,Versailles Saint-Quentin-en-Yvelines University (UVSQ),法国,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VetAgro Sup,VetAgro Sup,法国,-,1832,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
维克多贝贝斯医药大学，蒂米什瓦拉,"Victor Babes University of Medicine & Pharmacy, Timisoara",罗马尼亚,-,2115,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
维拉诺瓦大学,Villanova University,美国,-,817,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
